,CaseNumber,Country,Century,Year,Month,Type,Activities,Fatal,Sex,Age
3808,3808_Australia,Australia,XX,1959.0,Dec,Unprovoked,Paddling,N,,
3809,3809_Australia,Australia,XX,1959.0,Dec,Unprovoked,Fishing,N,,40.0
3810,3810_Papua New Guinea,Papua New Guinea,XX,1959.0,Dec,Unprovoked,Swimming,Y,,13.0
3811,3811_Australia,Australia,XX,1959.0,Dec,Unprovoked,Others,Y,M,29.0
3812,3812_Philippines,Philippines,XX,1959.0,Dec,Unprovoked,Others,Y,M,
3813,3813_Australia,Australia,XX,1959.0,Dec,Provoked,Spearfishing,N,M,26.0
3814,3814_Australia,Australia,XX,1959.0,Dec,,Spearfishing,N,M,
3815,3815_New Zealand,New Zealand,XX,1959.0,Dec,Unprovoked,Fishing,N,M,
3816,3816_Others,Others,XX,1959.0,Dec,Unprovoked,Others,Y,F,
3817,3817_Australia,Australia,XX,1959.0,Nov,Unprovoked,Surfing,N,M,19.0
3818,3818_Australia,Australia,XX,1959.0,Nov,Unprovoked,ShoreActivities,N,M,17.0
3819,3819_Australia,Australia,XX,1959.0,Nov,Unprovoked,Others,N,M,19.0
3820,3820_USA,USA,XX,1959.0,Nov,,Others,Y,,
3821,3821_South Africa,South Africa,XX,1959.0,Nov,Unprovoked,Fishing,N,,
3822,3822_Australia,Australia,XX,1959.0,Nov,Provoked,Fishing,N,,
3823,3823_USA,USA,XX,1959.0,Nov,Unprovoked,Swimming,N,M,21.0
3824,3824_Australia,Australia,XX,1959.0,Nov,Provoked,Spearfishing,N,M,
3825,3825_Papua New Guinea,Papua New Guinea,XX,1959.0,Nov,Provoked,Fishing,N,M,
3826,3826_Others,Others,XX,1959.0,Oct,Unprovoked,Swimming,Y,M,
3827,3827_Papua New Guinea,Papua New Guinea,XX,1959.0,Oct,Unprovoked,,N,,
3828,3828_USA,USA,XX,1959.0,Oct,Unprovoked,Diving,N,M,30.0
3829,3829_Fiji,Fiji,XX,1959.0,Oct,Unprovoked,Others,Y,M,
3830,3830_Fiji,Fiji,XX,1959.0,Oct,Unprovoked,Spearfishing,N,M,36.0
3831,3831_Philippines,Philippines,XX,1959.0,Sep,Unprovoked,Swimming,N,M,28.0
3832,3832_Others,Others,XX,1959.0,Sep,,,Y,F,29.0
3833,3833_USA,USA,XX,1959.0,Sep,Unprovoked,Others,N,M,30.0
3834,3834_USA,USA,XX,1959.0,Sep,Unprovoked,Others,,,
3835,3835_USA,USA,XX,1959.0,Sep,Unprovoked,Others,N,,
3836,3836_Others,Others,XX,1959.0,Sep,Unprovoked,,Y,,
3837,3837_USA,USA,XX,1959.0,Sep,,Others,N,M,
3838,3838_Mexico,Mexico,XX,1959.0,Sep,Unprovoked,,Y,F,
3839,3839_Others,Others,XX,1959.0,Aug,Unprovoked,Fishing,N,,
3840,3840_Australia,Australia,XX,1959.0,Aug,,Swimming,N,M,
3841,3841_Others,Others,XX,1959.0,Aug,,,N,M,14.0
3842,3842_Philippines,Philippines,XX,1959.0,Aug,,Others,Y,M,10.0
3843,3843_USA,USA,XX,1959.0,Aug,,Diving,N,M,21.0
3844,3844_USA,USA,XX,1959.0,Aug,Unprovoked,Spearfishing,Y,M,26.0
3845,3845_USA,USA,XX,1959.0,Aug,Provoked,Fishing,N,M,
3846,3846_Philippines,Philippines,XX,1959.0,Aug,Unprovoked,Fishing,Y,,
3847,3847_USA,USA,XX,1959.0,Aug,Provoked,Spearfishing,N,M,32.0
3848,3848_Others,Others,XX,1959.0,Aug,Provoked,Fishing,N,M,
3849,3849_Others,Others,XX,1959.0,Aug,Unprovoked,Swimming,Y,M,15.0
3850,3850_USA,USA,XX,1959.0,Aug,Unprovoked,ShoreActivities,N,F,15.0
3851,3851_USA,USA,XX,1959.0,Aug,,ShoreActivities,N,M,
3852,3852_Italy,Italy,XX,1959.0,,,Diving,Y,M,26.0
3853,3853_USA,USA,XX,1959.0,Jul,Provoked,Others,N,,
3854,3854_USA,USA,XX,1959.0,Jul,Unprovoked,Spearfishing,N,M,25.0
3855,3855_Others,Others,XX,1959.0,Jul,Unprovoked,,Y,M,22.0
3856,3856_USA,USA,XX,1959.0,Jul,Unprovoked,,N,,21.0
3857,3857_USA,USA,XX,1959.0,Jul,Unprovoked,Fishing,N,,
3858,3858_USA,USA,XX,1959.0,Jul,Provoked,Others,N,M,
3859,3859_Others,Others,XX,1959.0,Jul,Unprovoked,Others,Y,,27.0
3860,3860_USA,USA,XX,1959.0,Jul,Provoked,Diving,N,M,13.0
3861,3861_Others,Others,XX,1959.0,Jul,Unprovoked,,N,,
3862,3862_Mexico,Mexico,XX,1959.0,Jul,Unprovoked,ShoreActivities,Y,M,
3863,3863_Others,Others,XX,1959.0,Jun,Unprovoked,,N,M,
3864,3864_Mexico,Mexico,XX,1959.0,Jun,Unprovoked,Swimming,Y,M,
3865,3865_USA,USA,XX,1959.0,Jun,Unprovoked,Diving,Y,M,33.0
3866,3866_USA,USA,XX,1959.0,Jun,,Swimming,Y,,
3867,3867_South Africa,South Africa,XX,1959.0,May,Provoked,Spearfishing,N,M,23.0
3868,3868_USA,USA,XX,1959.0,May,Unprovoked,,N,F,37.0
3869,3869_USA,USA,XX,1959.0,May,Unprovoked,Swimming,Y,M,18.0
3870,3870_USA,USA,XX,1959.0,May,Unprovoked,Spearfishing,N,M,19.0
3871,3871_Others,Others,XX,1959.0,May,Unprovoked,Others,N,M,
3872,3872_Australia,Australia,XX,1959.0,Apr,,Spearfishing,N,M,22.0
3873,3873_Australia,Australia,XX,1959.0,Apr,Unprovoked,Diving,N,M,43.0
3874,3874_USA,USA,XX,1959.0,Apr,Unprovoked,Fishing,N,M,
3875,3875_South Africa,South Africa,XX,1959.0,Apr,Unprovoked,Fishing,N,M,
3876,3876_Australia,Australia,XX,1959.0,Apr,Unprovoked,Spearfishing,N,M,
3877,3877_USA,USA,XX,1959.0,Mar,Unprovoked,Swimming,N,M,13.0
3878,3878_Philippines,Philippines,XX,1959.0,Mar,Unprovoked,Others,Y,M,20.0
3879,3879_USA,USA,XX,1959.0,Mar,Unprovoked,Others,N,M,
3880,3880_Australia,Australia,XX,1959.0,Feb,Unprovoked,Fishing,N,M,
3881,3881_Others,Others,XX,1959.0,Feb,Unprovoked,Others,N,M,
3882,3882_Papua New Guinea,Papua New Guinea,XX,1959.0,Feb,Provoked,Fishing,N,M,
3883,3883_Others,Others,XX,1959.0,Feb,Unprovoked,Swimming,Y,M,15.0
3884,3884_South Africa,South Africa,XX,1959.0,Feb,Unprovoked,Swimming,N,M,14.0
3885,3885_Australia,Australia,XX,1959.0,Jan,Unprovoked,Others,N,M,20.0
3886,3886_Others,Others,XX,1959.0,Jan,Unprovoked,Others,N,M,57.0
3887,3887_Australia,Australia,XX,1959.0,Jan,Unprovoked,Swimming,N,M,16.0
3888,3888_Australia,Australia,XX,1959.0,Jan,Unprovoked,Others,Y,M,22.0
3889,3889_Australia,Australia,XX,1959.0,Jan,Unprovoked,Surfing,N,M,17.0
3890,3890_South Africa,South Africa,XX,1959.0,Jan,Unprovoked,Swimming,N,M,18.0
3891,3891_Others,Others,XX,1959.0,Jan,Unprovoked,Others,N,M,
3892,3892_Others,Others,XX,1959.0,Jan,Unprovoked,Swimming,Y,M,29.0
3893,3893_Australia,Australia,XX,1959.0,Jan,Unprovoked,Spearfishing,N,M,
3894,3894_Others,Others,XX,1959.0,,Unprovoked,Swimming,Y,M,
3895,3895_Others,Others,XX,1959.0,Jul,Unprovoked,,Y,,
3896,3896_Others,Others,XX,1959.0,,Provoked,Paddling,N,M,
3897,3897_Papua New Guinea,Papua New Guinea,XX,1959.0,,Unprovoked,Fishing,N,M,
3898,3898_Papua New Guinea,Papua New Guinea,XX,1959.0,,Unprovoked,Fishing,N,M,
3899,3899_Papua New Guinea,Papua New Guinea,XX,1959.0,,Unprovoked,,Y,M,
3900,3900_Papua New Guinea,Papua New Guinea,XX,1959.0,,Provoked,Fishing,N,M,
3901,3901_Others,Others,XX,1958.0,Dec,Unprovoked,Fishing,,,
3902,3902_Papua New Guinea,Papua New Guinea,XX,1958.0,Dec,Unprovoked,,N,,
3903,3903_South Africa,South Africa,XX,1958.0,Dec,Unprovoked,Swimming,Y,M,14.0
3904,3904_USA,USA,XX,1958.0,Dec,Unprovoked,Surfing,Y,M,15.0
3905,3905_Others,Others,XX,1958.0,Dec,Unprovoked,Others,Y,M,22.0
3906,3906_Australia,Australia,XX,1958.0,Nov,Unprovoked,Swimming,Y,M,21.0
3907,3907_South Africa,South Africa,XX,1958.0,Nov,,Fishing,N,M,
3908,3908_Papua New Guinea,Papua New Guinea,XX,1958.0,Nov,Unprovoked,Spearfishing,Y,M,
3909,3909_USA,USA,XX,1958.0,Nov,Unprovoked,Fishing,N,,
3910,3910_USA,USA,XX,1958.0,Oct,Unprovoked,Swimming,N,M,15.0
3911,3911_USA,USA,XX,1958.0,Oct,Unprovoked,,N,M,60.0
3912,3912_Mexico,Mexico,XX,1958.0,Oct,Provoked,Others,N,M,
3913,3913_Papua New Guinea,Papua New Guinea,XX,1958.0,Oct,Unprovoked,Fishing,N,M,26.0
3914,3914_Others,Others,XX,1958.0,Sep,Unprovoked,Others,Y,M,32.0
3915,3915_Bahamas,Bahamas,XX,1958.0,Sep,Unprovoked,Fishing,N,M,42.0
3916,3916_USA,USA,XX,1958.0,Sep,Provoked,Spearfishing,N,M,20.0
3917,3917_Mexico,Mexico,XX,1958.0,Aug,Unprovoked,Others,N,,
3918,3918_Others,Others,XX,1958.0,Aug,Unprovoked,Swimming,N,F,
3919,3919_Mexico,Mexico,XX,1958.0,Jul,Unprovoked,Swimming,Y,F,
3920,3920_USA,USA,XX,1958.0,Jul,Unprovoked,Swimming,N,M,12.0
3921,3921_USA,USA,XX,1958.0,Jul,Unprovoked,Swimming,N,M,
3922,3922_USA,USA,XX,1958.0,Jul,Unprovoked,,Y,M,35.0
3923,3923_Others,Others,XX,1958.0,Jul,Unprovoked,Swimming,Y,M,21.0
3924,3924_Others,Others,XX,1958.0,Jul,Unprovoked,Others,Y,M,
3925,3925_Others,Others,XX,1958.0,Jul,Unprovoked,Others,N,M,31.0
3926,3926_USA,USA,XX,1958.0,Jul,Provoked,Diving,N,M,20.0
3927,3927_Papua New Guinea,Papua New Guinea,XX,1958.0,Jul,Unprovoked,Swimming,Y,M,38.0
3928,3928_Bahamas,Bahamas,XX,1958.0,Jul,Unprovoked,Spearfishing,N,M,36.0
3929,3929_USA,USA,XX,1958.0,Jul,Unprovoked,,N,M,
3930,3930_USA,USA,XX,1958.0,Jun,Provoked,ShoreActivities,N,M,59.0
3931,3931_USA,USA,XX,1958.0,Jun,Unprovoked,ShoreActivities,N,M,17.0
3932,3932_USA,USA,XX,1958.0,Jun,Provoked,Swimming,N,M,
3933,3933_Australia,Australia,XX,1958.0,Jun,,Swimming,N,F,
3934,3934_South Africa,South Africa,XX,1958.0,Jun,,Spearfishing,N,M,
3935,3935_USA,USA,XX,1958.0,Apr,Provoked,Diving,N,M,29.0
3936,3936_Others,Others,XX,1958.0,Apr,Unprovoked,Diving,N,M,29.0
3937,3937_South Africa,South Africa,XX,1958.0,Apr,Unprovoked,Paddling,Y,F,28.0
3938,3938_South Africa,South Africa,XX,1958.0,Apr,Unprovoked,Swimming,Y,M,29.0
3939,3939_Papua New Guinea,Papua New Guinea,XX,1958.0,Apr,Unprovoked,Fishing,N,M,
3940,3940_Australia,Australia,XX,1958.0,Feb,,Spearfishing,Y,M,21.0
3941,3941_USA,USA,XX,1958.0,Feb,Provoked,Spearfishing,N,M,18.0
3942,3942_Australia,Australia,XX,1958.0,Jan,Unprovoked,Spearfishing,N,M,17.0
3943,3943_Australia,Australia,XX,1958.0,Jan,Unprovoked,Surfing,N,M,14.0
3944,3944_Others,Others,XX,1958.0,Jan,,,Y,M,50.0
3945,3945_South Africa,South Africa,XX,1958.0,Jan,Unprovoked,Swimming,Y,M,
3946,3946_Others,Others,XX,1958.0,,Provoked,Spearfishing,N,M,
3947,3947_Others,Others,XX,1958.0,,Provoked,Others,N,,
3948,3948_Others,Others,XX,1958.0,,Provoked,Freediving,N,M,
3949,3949_Papua New Guinea,Papua New Guinea,XX,1958.0,,Unprovoked,,Y,,
3950,3950_Papua New Guinea,Papua New Guinea,XX,1958.0,,Unprovoked,Spearfishing,Y,M,
3951,3951_Papua New Guinea,Papua New Guinea,XX,1958.0,,Unprovoked,Spearfishing,Y,M,
3952,3952_Papua New Guinea,Papua New Guinea,XX,1958.0,,Unprovoked,Fishing,N,M,
3953,3953_South Africa,South Africa,XX,1958.0,,Unprovoked,Fishing,N,,
3954,3954_South Africa,South Africa,XX,1958.0,,Unprovoked,Fishing,Y,M,
3955,3955_Australia,Australia,XX,1957.0,Dec,Unprovoked,Spearfishing,N,M,
3956,3956_South Africa,South Africa,XX,1957.0,Dec,Unprovoked,ShoreActivities,N,F,14.0
3957,3957_South Africa,South Africa,XX,1957.0,Dec,Unprovoked,Freediving,N,M,20.0
3958,3958_South Africa,South Africa,XX,1957.0,Dec,Unprovoked,Swimming,Y,M,23.0
3959,3959_South Africa,South Africa,XX,1957.0,Dec,Unprovoked,ShoreActivities,Y,M,15.0
3960,3960_South Africa,South Africa,XX,1957.0,Dec,Unprovoked,Surfing,N,M,16.0
3961,3961_Others,Others,XX,1957.0,Nov,Unprovoked,Others,N,,
3962,3962_Australia,Australia,XX,1957.0,Nov,Unprovoked,Fishing,N,,
3963,3963_Others,Others,XX,1957.0,Oct,Unprovoked,,Y,M,22.0
3964,3964_Others,Others,XX,1957.0,Oct,Unprovoked,,Y,F,28.0
3965,3965_Others,Others,XX,1957.0,Sep,Unprovoked,,N,M,
3966,3966_USA,USA,XX,1957.0,Aug,Provoked,Others,N,M,
3967,3967_USA,USA,XX,1957.0,Jul,Provoked,Spearfishing,N,M,
3968,3968_USA,USA,XX,1957.0,Jul,Unprovoked,Swimming,Y,M,57.0
3969,3969_Australia,Australia,XX,1957.0,Jul,Unprovoked,Diving,N,M,36.0
3970,3970_Others,Others,XX,1957.0,Jun,,Others,N,,
3971,3971_Australia,Australia,XX,1957.0,May,Unprovoked,Others,N,M,28.0
3972,3972_Others,Others,XX,1957.0,May,Unprovoked,Fishing,N,M,
3973,3973_USA,USA,XX,1957.0,May,Unprovoked,Others,N,M,
3974,3974_USA,USA,XX,1957.0,Apr,Unprovoked,Swimming,Y,M,25.0
3975,3975_Australia,Australia,XX,1957.0,Apr,Unprovoked,Surfing,N,M,15.0
3976,3976_USA,USA,XX,1957.0,Apr,Provoked,ShoreActivities,N,M,17.0
3977,3977_Australia,Australia,XX,1957.0,Apr,Unprovoked,Swimming,N,M,22.0
3978,3978_Papua New Guinea,Papua New Guinea,XX,1957.0,Apr,Unprovoked,Diving,N,M,17.0
3979,3979_Others,Others,XX,1957.0,Apr,Unprovoked,Diving,N,M,15.0
3980,3980_Fiji,Fiji,XX,1957.0,Feb,Unprovoked,Spearfishing,N,M,
3981,3981_USA,USA,XX,1957.0,Feb,Unprovoked,Swimming,N,M,
3982,3982_Australia,Australia,XX,1957.0,Feb,Unprovoked,,,M,
3983,3983_USA,USA,XX,1957.0,Feb,Unprovoked,Freediving,N,M,
3984,3984_South Africa,South Africa,XX,1957.0,Jan,Unprovoked,ShoreActivities,Y,M,12.0
3985,3985_Others,Others,XX,1957.0,,,Fishing,Y,M,
3986,3986_USA,USA,XX,1957.0,,Unprovoked,Swimming,N,,
3987,3987_Others,Others,XX,1957.0,,,,Y,,
3988,3988_Others,Others,XX,1957.0,,Unprovoked,Fishing,N,,
3989,3989_Others,Others,XX,1957.0,,Unprovoked,Fishing,Y,M,18.0
3990,3990_USA,USA,XX,1957.0,,Unprovoked,Diving,N,M,
3991,3991_Fiji,Fiji,XX,1957.0,,Unprovoked,Fishing,N,M,30.0
3992,3992_Others,Others,XX,1957.0,,Unprovoked,,N,M,
3993,3993_Papua New Guinea,Papua New Guinea,XX,1957.0,,Unprovoked,Fishing,Y,M,
3994,3994_Others,Others,XX,1957.0,,Unprovoked,,N,M,
3995,3995_Papua New Guinea,Papua New Guinea,XX,1957.0,,Unprovoked,Others,Y,M,
3996,3996_Papua New Guinea,Papua New Guinea,XX,1956.0,Dec,Unprovoked,Spearfishing,Y,M,19.0
3997,3997_Papua New Guinea,Papua New Guinea,XX,1956.0,Dec,Unprovoked,Spearfishing,Y,M,16.0
3998,3998_Others,Others,XX,1956.0,Dec,Unprovoked,Swimming,Y,M,
3999,3999_New Zealand,New Zealand,XX,1956.0,Dec,Provoked,Fishing,N,M,70.0
4000,4000_South Africa,South Africa,XX,1956.0,Oct,Unprovoked,Diving,N,M,29.0
4001,4001_Papua New Guinea,Papua New Guinea,XX,1956.0,Oct,Unprovoked,Spearfishing,N,M,
